pid,turkid,similarity,item,sd_item_one,sd_item_two,mean_item_one,mean_item_two,sd_focal,sd_other,mean_focal,mean_other,value_id,value
180,A3TEMWUZGEVFYS,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,18,33
180,A3TEMWUZGEVFYS,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,19,35
180,A3TEMWUZGEVFYS,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,20,35
180,A3TEMWUZGEVFYS,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,21,35
180,A3TEMWUZGEVFYS,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,22,35
180,A3TEMWUZGEVFYS,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,23,43
180,A3TEMWUZGEVFYS,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,24,43
186,A3EKTG4I16KI4T,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,0,13
186,A3EKTG4I16KI4T,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,1,17
186,A3EKTG4I16KI4T,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,2,19
186,A3EKTG4I16KI4T,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,3,21
186,A3EKTG4I16KI4T,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,4,23
186,A3EKTG4I16KI4T,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,5,25
186,A3EKTG4I16KI4T,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,6,25
186,A3EKTG4I16KI4T,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,7,27
186,A3EKTG4I16KI4T,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,8,27
186,A3EKTG4I16KI4T,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,9,29
186,A3EKTG4I16KI4T,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,10,29
186,A3EKTG4I16KI4T,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,11,31
186,A3EKTG4I16KI4T,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,12,31
186,A3EKTG4I16KI4T,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,13,33
186,A3EKTG4I16KI4T,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,14,33
186,A3EKTG4I16KI4T,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,15,35
186,A3EKTG4I16KI4T,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,16,35
186,A3EKTG4I16KI4T,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,17,37
186,A3EKTG4I16KI4T,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,18,39
186,A3EKTG4I16KI4T,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,19,39
186,A3EKTG4I16KI4T,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,20,41
186,A3EKTG4I16KI4T,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,21,43
186,A3EKTG4I16KI4T,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,22,45
186,A3EKTG4I16KI4T,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,23,47
186,A3EKTG4I16KI4T,Dissimilar,item_two,Low,High,23.0,28.0,High,Low,28.0,23.0,24,49
17,A2E3TO92MCQ9XU,Dissimilar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,0,23
17,A2E3TO92MCQ9XU,Dissimilar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,1,23
17,A2E3TO92MCQ9XU,Dissimilar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,2,23
17,A2E3TO92MCQ9XU,Dissimilar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,3,23
17,A2E3TO92MCQ9XU,Dissimilar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,4,25
17,A2E3TO92MCQ9XU,Dissimilar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,5,25
17,A2E3TO92MCQ9XU,Dissimilar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,6,25
17,A2E3TO92MCQ9XU,Dissimilar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,7,25
17,A2E3TO92MCQ9XU,Dissimilar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,8,27
17,A2E3TO92MCQ9XU,Dissimilar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,9,27
17,A2E3TO92MCQ9XU,Dissimilar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,10,27
17,A2E3TO92MCQ9XU,Dissimilar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,11,27
17,A2E3TO92MCQ9XU,Dissimilar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,12,27
17,A2E3TO92MCQ9XU,Dissimilar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,13,27
17,A2E3TO92MCQ9XU,Dissimilar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,14,29
17,A2E3TO92MCQ9XU,Dissimilar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,15,29
17,A2E3TO92MCQ9XU,Dissimilar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,16,29
17,A2E3TO92MCQ9XU,Dissimilar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,17,29
17,A2E3TO92MCQ9XU,Dissimilar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,18,29
17,A2E3TO92MCQ9XU,Dissimilar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,19,29
17,A2E3TO92MCQ9XU,Dissimilar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,20,31
17,A2E3TO92MCQ9XU,Dissimilar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,21,31
17,A2E3TO92MCQ9XU,Dissimilar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,22,31
17,A2E3TO92MCQ9XU,Dissimilar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,23,33
17,A2E3TO92MCQ9XU,Dissimilar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,24,33
348,A3POH7948KWXCF,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,0,13
348,A3POH7948KWXCF,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,1,15
348,A3POH7948KWXCF,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,2,17
348,A3POH7948KWXCF,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,3,19
348,A3POH7948KWXCF,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,4,21
348,A3POH7948KWXCF,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,5,21
348,A3POH7948KWXCF,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,6,23
348,A3POH7948KWXCF,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,7,23
348,A3POH7948KWXCF,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,8,25
348,A3POH7948KWXCF,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,9,25
348,A3POH7948KWXCF,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,10,27
348,A3POH7948KWXCF,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,11,29
348,A3POH7948KWXCF,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,12,29
348,A3POH7948KWXCF,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,13,31
348,A3POH7948KWXCF,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,14,33
348,A3POH7948KWXCF,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,15,33
348,A3POH7948KWXCF,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,16,35
348,A3POH7948KWXCF,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,17,37
348,A3POH7948KWXCF,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,18,37
348,A3POH7948KWXCF,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,19,39
348,A3POH7948KWXCF,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,20,41
348,A3POH7948KWXCF,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,21,41
348,A3POH7948KWXCF,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,22,43
348,A3POH7948KWXCF,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,23,43
348,A3POH7948KWXCF,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,24,43
181,A33QXQVY6GU1FI,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,0,11
181,A33QXQVY6GU1FI,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,1,11
181,A33QXQVY6GU1FI,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,2,11
181,A33QXQVY6GU1FI,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,3,11
181,A33QXQVY6GU1FI,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,4,11
181,A33QXQVY6GU1FI,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,5,17
181,A33QXQVY6GU1FI,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,6,17
181,A33QXQVY6GU1FI,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,7,17
181,A33QXQVY6GU1FI,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,8,21
181,A33QXQVY6GU1FI,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,9,21
181,A33QXQVY6GU1FI,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,10,21
181,A33QXQVY6GU1FI,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,11,23
181,A33QXQVY6GU1FI,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,12,23
181,A33QXQVY6GU1FI,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,13,23
181,A33QXQVY6GU1FI,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,14,23
181,A33QXQVY6GU1FI,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,15,29
181,A33QXQVY6GU1FI,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,16,29
181,A33QXQVY6GU1FI,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,17,29
181,A33QXQVY6GU1FI,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,18,29
181,A33QXQVY6GU1FI,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,19,29
181,A33QXQVY6GU1FI,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,20,29
181,A33QXQVY6GU1FI,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,21,37
181,A33QXQVY6GU1FI,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,22,37
181,A33QXQVY6GU1FI,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,23,37
181,A33QXQVY6GU1FI,Similar,item_two,High,Low,23.0,28.0,Low,High,28.0,23.0,24,37
68,ATL88E7W705EG,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,0,9
68,ATL88E7W705EG,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,1,19
68,ATL88E7W705EG,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,2,21
68,ATL88E7W705EG,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,3,21
68,ATL88E7W705EG,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,4,25
68,ATL88E7W705EG,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,5,27
68,ATL88E7W705EG,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,6,27
68,ATL88E7W705EG,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,7,29
68,ATL88E7W705EG,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,8,29
68,ATL88E7W705EG,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,9,33
68,ATL88E7W705EG,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,10,33
68,ATL88E7W705EG,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,11,33
68,ATL88E7W705EG,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,12,33
68,ATL88E7W705EG,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,13,37
68,ATL88E7W705EG,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,14,37
68,ATL88E7W705EG,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,15,37
68,ATL88E7W705EG,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,16,37
68,ATL88E7W705EG,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,17,39
68,ATL88E7W705EG,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,18,39
68,ATL88E7W705EG,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,19,39
68,ATL88E7W705EG,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,20,41
68,ATL88E7W705EG,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,21,41
68,ATL88E7W705EG,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,22,45
68,ATL88E7W705EG,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,23,45
68,ATL88E7W705EG,Similar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,24,49
192,A13T61GJTR2Y9B,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,0,15
192,A13T61GJTR2Y9B,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,1,17
192,A13T61GJTR2Y9B,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,2,19
192,A13T61GJTR2Y9B,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,3,19
192,A13T61GJTR2Y9B,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,4,21
192,A13T61GJTR2Y9B,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,5,21
192,A13T61GJTR2Y9B,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,6,23
192,A13T61GJTR2Y9B,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,7,25
192,A13T61GJTR2Y9B,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,8,25
192,A13T61GJTR2Y9B,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,9,25
192,A13T61GJTR2Y9B,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,10,27
192,A13T61GJTR2Y9B,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,11,27
192,A13T61GJTR2Y9B,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,12,29
192,A13T61GJTR2Y9B,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,13,29
192,A13T61GJTR2Y9B,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,14,31
192,A13T61GJTR2Y9B,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,15,33
192,A13T61GJTR2Y9B,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,16,35
192,A13T61GJTR2Y9B,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,17,35
192,A13T61GJTR2Y9B,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,18,35
192,A13T61GJTR2Y9B,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,19,37
192,A13T61GJTR2Y9B,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,20,37
192,A13T61GJTR2Y9B,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,21,37
192,A13T61GJTR2Y9B,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,22,39
192,A13T61GJTR2Y9B,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,23,41
192,A13T61GJTR2Y9B,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,24,45
79,A3BJNFU4T7RU11,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,0,23
79,A3BJNFU4T7RU11,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,1,23
79,A3BJNFU4T7RU11,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,2,23
79,A3BJNFU4T7RU11,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,3,25
79,A3BJNFU4T7RU11,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,4,25
79,A3BJNFU4T7RU11,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,5,25
79,A3BJNFU4T7RU11,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,6,25
79,A3BJNFU4T7RU11,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,7,25
79,A3BJNFU4T7RU11,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,8,25
79,A3BJNFU4T7RU11,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,9,27
79,A3BJNFU4T7RU11,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,10,27
79,A3BJNFU4T7RU11,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,11,27
79,A3BJNFU4T7RU11,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,12,27
79,A3BJNFU4T7RU11,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,13,27
79,A3BJNFU4T7RU11,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,14,27
79,A3BJNFU4T7RU11,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,15,29
79,A3BJNFU4T7RU11,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,16,29
79,A3BJNFU4T7RU11,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,17,29
79,A3BJNFU4T7RU11,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,18,29
79,A3BJNFU4T7RU11,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,19,29
79,A3BJNFU4T7RU11,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,20,31
79,A3BJNFU4T7RU11,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,21,31
79,A3BJNFU4T7RU11,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,22,31
79,A3BJNFU4T7RU11,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,23,31
79,A3BJNFU4T7RU11,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,24,33
248,AE3ZOTZGH91EN,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,0,19
248,AE3ZOTZGH91EN,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,1,19
248,AE3ZOTZGH91EN,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,2,19
248,AE3ZOTZGH91EN,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,3,19
248,AE3ZOTZGH91EN,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,4,19
248,AE3ZOTZGH91EN,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,5,19
248,AE3ZOTZGH91EN,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,6,21
248,AE3ZOTZGH91EN,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,7,21
248,AE3ZOTZGH91EN,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,8,21
248,AE3ZOTZGH91EN,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,9,21
248,AE3ZOTZGH91EN,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,10,21
248,AE3ZOTZGH91EN,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,11,21
248,AE3ZOTZGH91EN,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,12,21
248,AE3ZOTZGH91EN,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,13,21
248,AE3ZOTZGH91EN,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,14,23
248,AE3ZOTZGH91EN,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,15,23
248,AE3ZOTZGH91EN,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,16,23
248,AE3ZOTZGH91EN,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,17,23
248,AE3ZOTZGH91EN,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,18,23
248,AE3ZOTZGH91EN,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,19,23
248,AE3ZOTZGH91EN,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,20,23
248,AE3ZOTZGH91EN,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,21,25
248,AE3ZOTZGH91EN,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,22,25
248,AE3ZOTZGH91EN,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,23,25
248,AE3ZOTZGH91EN,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,24,25
240,A2CVUO3MPZULL8,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,0,15
240,A2CVUO3MPZULL8,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,1,15
240,A2CVUO3MPZULL8,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,2,15
240,A2CVUO3MPZULL8,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,3,17
240,A2CVUO3MPZULL8,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,4,19
240,A2CVUO3MPZULL8,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,5,19
240,A2CVUO3MPZULL8,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,6,21
240,A2CVUO3MPZULL8,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,7,21
240,A2CVUO3MPZULL8,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,8,21
240,A2CVUO3MPZULL8,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,9,21
240,A2CVUO3MPZULL8,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,10,23
240,A2CVUO3MPZULL8,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,11,23
240,A2CVUO3MPZULL8,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,12,25
240,A2CVUO3MPZULL8,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,13,25
240,A2CVUO3MPZULL8,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,14,27
240,A2CVUO3MPZULL8,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,15,27
240,A2CVUO3MPZULL8,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,16,29
240,A2CVUO3MPZULL8,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,17,29
240,A2CVUO3MPZULL8,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,18,31
240,A2CVUO3MPZULL8,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,19,31
240,A2CVUO3MPZULL8,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,20,33
240,A2CVUO3MPZULL8,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,21,35
240,A2CVUO3MPZULL8,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,22,35
240,A2CVUO3MPZULL8,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,23,41
240,A2CVUO3MPZULL8,Dissimilar,item_two,High,High,23.0,28.0,High,High,28.0,23.0,24,41
343,A2X92JMNDL62U5,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,0,21
343,A2X92JMNDL62U5,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,1,21
343,A2X92JMNDL62U5,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,2,23
343,A2X92JMNDL62U5,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,3,23
343,A2X92JMNDL62U5,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,4,23
343,A2X92JMNDL62U5,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,5,25
343,A2X92JMNDL62U5,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,6,25
343,A2X92JMNDL62U5,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,7,25
343,A2X92JMNDL62U5,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,8,27
343,A2X92JMNDL62U5,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,9,27
343,A2X92JMNDL62U5,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,10,27
343,A2X92JMNDL62U5,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,11,27
343,A2X92JMNDL62U5,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,12,27
343,A2X92JMNDL62U5,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,13,29
343,A2X92JMNDL62U5,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,14,29
343,A2X92JMNDL62U5,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,15,29
343,A2X92JMNDL62U5,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,16,29
343,A2X92JMNDL62U5,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,17,29
343,A2X92JMNDL62U5,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,18,29
343,A2X92JMNDL62U5,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,19,29
343,A2X92JMNDL62U5,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,20,29
343,A2X92JMNDL62U5,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,21,29
343,A2X92JMNDL62U5,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,22,31
343,A2X92JMNDL62U5,Similar,item_two,Low,Low,23.0,28.0,Low,Low,28.0,23.0,23,33
