pid,turkid,item,sd_item_one,sd_item_two,mean_item_one,mean_item_two,sd_focal,sd_other,mean_focal,mean_other,value_id,value
244,A1QHX9C8CP6L3N,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,22,37
244,A1QHX9C8CP6L3N,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,23,37
244,A1QHX9C8CP6L3N,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,24,37
244,A1QHX9C8CP6L3N,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,25,37
274,A28CJY5TW2T2UZ,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,0,17
274,A28CJY5TW2T2UZ,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,1,17
274,A28CJY5TW2T2UZ,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,2,17
274,A28CJY5TW2T2UZ,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,3,29
274,A28CJY5TW2T2UZ,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,4,29
274,A28CJY5TW2T2UZ,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,5,29
274,A28CJY5TW2T2UZ,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,6,29
274,A28CJY5TW2T2UZ,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,7,35
274,A28CJY5TW2T2UZ,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,8,35
274,A28CJY5TW2T2UZ,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,9,35
274,A28CJY5TW2T2UZ,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,10,37
274,A28CJY5TW2T2UZ,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,11,37
274,A28CJY5TW2T2UZ,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,12,37
274,A28CJY5TW2T2UZ,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,13,37
274,A28CJY5TW2T2UZ,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,14,37
274,A28CJY5TW2T2UZ,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,15,37
274,A28CJY5TW2T2UZ,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,16,37
274,A28CJY5TW2T2UZ,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,17,37
274,A28CJY5TW2T2UZ,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,18,37
274,A28CJY5TW2T2UZ,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,19,37
274,A28CJY5TW2T2UZ,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,20,39
274,A28CJY5TW2T2UZ,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,21,39
274,A28CJY5TW2T2UZ,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,22,39
274,A28CJY5TW2T2UZ,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,23,39
274,A28CJY5TW2T2UZ,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,24,39
274,A28CJY5TW2T2UZ,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,25,39
316,A1S3KHENQOCCVE,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,0,37
316,A1S3KHENQOCCVE,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,1,37
316,A1S3KHENQOCCVE,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,2,37
316,A1S3KHENQOCCVE,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,3,37
316,A1S3KHENQOCCVE,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,4,37
316,A1S3KHENQOCCVE,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,5,37
316,A1S3KHENQOCCVE,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,6,37
316,A1S3KHENQOCCVE,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,7,37
316,A1S3KHENQOCCVE,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,8,39
316,A1S3KHENQOCCVE,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,9,39
316,A1S3KHENQOCCVE,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,10,39
316,A1S3KHENQOCCVE,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,11,39
316,A1S3KHENQOCCVE,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,12,39
316,A1S3KHENQOCCVE,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,13,39
316,A1S3KHENQOCCVE,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,14,39
316,A1S3KHENQOCCVE,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,15,39
316,A1S3KHENQOCCVE,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,16,39
316,A1S3KHENQOCCVE,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,17,41
316,A1S3KHENQOCCVE,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,18,41
316,A1S3KHENQOCCVE,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,19,41
316,A1S3KHENQOCCVE,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,20,41
316,A1S3KHENQOCCVE,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,21,41
316,A1S3KHENQOCCVE,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,22,41
316,A1S3KHENQOCCVE,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,23,41
316,A1S3KHENQOCCVE,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,24,41
316,A1S3KHENQOCCVE,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,25,41
265,A3QZZS1DV85WKU,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,0,33
265,A3QZZS1DV85WKU,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,1,33
265,A3QZZS1DV85WKU,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,2,33
265,A3QZZS1DV85WKU,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,3,33
265,A3QZZS1DV85WKU,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,4,33
265,A3QZZS1DV85WKU,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,5,33
265,A3QZZS1DV85WKU,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,6,33
265,A3QZZS1DV85WKU,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,7,35
265,A3QZZS1DV85WKU,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,8,35
265,A3QZZS1DV85WKU,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,9,35
265,A3QZZS1DV85WKU,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,10,35
265,A3QZZS1DV85WKU,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,11,35
265,A3QZZS1DV85WKU,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,12,35
265,A3QZZS1DV85WKU,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,13,35
265,A3QZZS1DV85WKU,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,14,35
265,A3QZZS1DV85WKU,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,15,35
265,A3QZZS1DV85WKU,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,16,35
265,A3QZZS1DV85WKU,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,17,37
265,A3QZZS1DV85WKU,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,18,37
265,A3QZZS1DV85WKU,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,19,37
265,A3QZZS1DV85WKU,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,20,39
265,A3QZZS1DV85WKU,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,21,39
265,A3QZZS1DV85WKU,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,22,41
265,A3QZZS1DV85WKU,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,23,41
265,A3QZZS1DV85WKU,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,24,41
265,A3QZZS1DV85WKU,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,25,41
240,AUWM6BKW5836O,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,0,31
240,AUWM6BKW5836O,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,1,31
240,AUWM6BKW5836O,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,2,31
240,AUWM6BKW5836O,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,3,31
240,AUWM6BKW5836O,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,4,31
240,AUWM6BKW5836O,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,5,31
240,AUWM6BKW5836O,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,6,33
240,AUWM6BKW5836O,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,7,33
240,AUWM6BKW5836O,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,8,35
240,AUWM6BKW5836O,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,9,35
240,AUWM6BKW5836O,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,10,35
240,AUWM6BKW5836O,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,11,35
240,AUWM6BKW5836O,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,12,35
240,AUWM6BKW5836O,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,13,35
240,AUWM6BKW5836O,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,14,35
240,AUWM6BKW5836O,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,15,37
240,AUWM6BKW5836O,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,16,37
240,AUWM6BKW5836O,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,17,37
240,AUWM6BKW5836O,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,18,37
240,AUWM6BKW5836O,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,19,37
240,AUWM6BKW5836O,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,20,37
240,AUWM6BKW5836O,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,21,37
240,AUWM6BKW5836O,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,22,37
240,AUWM6BKW5836O,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,23,37
240,AUWM6BKW5836O,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,24,37
240,AUWM6BKW5836O,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,25,37
250,A2YFTTVAH9AFXU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,0,7
250,A2YFTTVAH9AFXU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,1,7
250,A2YFTTVAH9AFXU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,2,7
250,A2YFTTVAH9AFXU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,3,7
250,A2YFTTVAH9AFXU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,4,9
250,A2YFTTVAH9AFXU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,5,9
250,A2YFTTVAH9AFXU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,6,11
250,A2YFTTVAH9AFXU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,7,11
250,A2YFTTVAH9AFXU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,8,11
250,A2YFTTVAH9AFXU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,9,13
250,A2YFTTVAH9AFXU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,10,15
250,A2YFTTVAH9AFXU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,11,15
250,A2YFTTVAH9AFXU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,12,15
250,A2YFTTVAH9AFXU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,13,15
250,A2YFTTVAH9AFXU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,14,15
250,A2YFTTVAH9AFXU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,15,35
250,A2YFTTVAH9AFXU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,16,35
250,A2YFTTVAH9AFXU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,17,37
250,A2YFTTVAH9AFXU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,18,37
250,A2YFTTVAH9AFXU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,19,37
250,A2YFTTVAH9AFXU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,20,37
250,A2YFTTVAH9AFXU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,21,37
250,A2YFTTVAH9AFXU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,22,37
250,A2YFTTVAH9AFXU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,23,37
250,A2YFTTVAH9AFXU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,24,39
250,A2YFTTVAH9AFXU,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,25,39
279,A1MJ3FJEPAQ3C,item_one,High,High,38.0,12.0,High,High,38.0,12.0,0,25
279,A1MJ3FJEPAQ3C,item_one,High,High,38.0,12.0,High,High,38.0,12.0,1,25
279,A1MJ3FJEPAQ3C,item_one,High,High,38.0,12.0,High,High,38.0,12.0,2,25
279,A1MJ3FJEPAQ3C,item_one,High,High,38.0,12.0,High,High,38.0,12.0,3,27
279,A1MJ3FJEPAQ3C,item_one,High,High,38.0,12.0,High,High,38.0,12.0,4,27
279,A1MJ3FJEPAQ3C,item_one,High,High,38.0,12.0,High,High,38.0,12.0,5,27
279,A1MJ3FJEPAQ3C,item_one,High,High,38.0,12.0,High,High,38.0,12.0,6,27
279,A1MJ3FJEPAQ3C,item_one,High,High,38.0,12.0,High,High,38.0,12.0,7,29
279,A1MJ3FJEPAQ3C,item_one,High,High,38.0,12.0,High,High,38.0,12.0,8,29
279,A1MJ3FJEPAQ3C,item_one,High,High,38.0,12.0,High,High,38.0,12.0,9,29
279,A1MJ3FJEPAQ3C,item_one,High,High,38.0,12.0,High,High,38.0,12.0,10,29
279,A1MJ3FJEPAQ3C,item_one,High,High,38.0,12.0,High,High,38.0,12.0,11,31
279,A1MJ3FJEPAQ3C,item_one,High,High,38.0,12.0,High,High,38.0,12.0,12,31
279,A1MJ3FJEPAQ3C,item_one,High,High,38.0,12.0,High,High,38.0,12.0,13,31
279,A1MJ3FJEPAQ3C,item_one,High,High,38.0,12.0,High,High,38.0,12.0,14,31
279,A1MJ3FJEPAQ3C,item_one,High,High,38.0,12.0,High,High,38.0,12.0,15,33
279,A1MJ3FJEPAQ3C,item_one,High,High,38.0,12.0,High,High,38.0,12.0,16,33
279,A1MJ3FJEPAQ3C,item_one,High,High,38.0,12.0,High,High,38.0,12.0,17,33
279,A1MJ3FJEPAQ3C,item_one,High,High,38.0,12.0,High,High,38.0,12.0,18,33
279,A1MJ3FJEPAQ3C,item_one,High,High,38.0,12.0,High,High,38.0,12.0,19,35
279,A1MJ3FJEPAQ3C,item_one,High,High,38.0,12.0,High,High,38.0,12.0,20,37
279,A1MJ3FJEPAQ3C,item_one,High,High,38.0,12.0,High,High,38.0,12.0,21,37
279,A1MJ3FJEPAQ3C,item_one,High,High,38.0,12.0,High,High,38.0,12.0,22,39
279,A1MJ3FJEPAQ3C,item_one,High,High,38.0,12.0,High,High,38.0,12.0,23,41
279,A1MJ3FJEPAQ3C,item_one,High,High,38.0,12.0,High,High,38.0,12.0,24,43
279,A1MJ3FJEPAQ3C,item_one,High,High,38.0,12.0,High,High,38.0,12.0,25,47
259,AP9WIQ4P78XLH,item_one,High,High,38.0,12.0,High,High,38.0,12.0,0,27
259,AP9WIQ4P78XLH,item_one,High,High,38.0,12.0,High,High,38.0,12.0,1,27
259,AP9WIQ4P78XLH,item_one,High,High,38.0,12.0,High,High,38.0,12.0,2,27
259,AP9WIQ4P78XLH,item_one,High,High,38.0,12.0,High,High,38.0,12.0,3,27
259,AP9WIQ4P78XLH,item_one,High,High,38.0,12.0,High,High,38.0,12.0,4,29
259,AP9WIQ4P78XLH,item_one,High,High,38.0,12.0,High,High,38.0,12.0,5,29
259,AP9WIQ4P78XLH,item_one,High,High,38.0,12.0,High,High,38.0,12.0,6,29
259,AP9WIQ4P78XLH,item_one,High,High,38.0,12.0,High,High,38.0,12.0,7,31
259,AP9WIQ4P78XLH,item_one,High,High,38.0,12.0,High,High,38.0,12.0,8,31
259,AP9WIQ4P78XLH,item_one,High,High,38.0,12.0,High,High,38.0,12.0,9,33
259,AP9WIQ4P78XLH,item_one,High,High,38.0,12.0,High,High,38.0,12.0,10,33
259,AP9WIQ4P78XLH,item_one,High,High,38.0,12.0,High,High,38.0,12.0,11,33
259,AP9WIQ4P78XLH,item_one,High,High,38.0,12.0,High,High,38.0,12.0,12,33
259,AP9WIQ4P78XLH,item_one,High,High,38.0,12.0,High,High,38.0,12.0,13,35
259,AP9WIQ4P78XLH,item_one,High,High,38.0,12.0,High,High,38.0,12.0,14,35
259,AP9WIQ4P78XLH,item_one,High,High,38.0,12.0,High,High,38.0,12.0,15,35
259,AP9WIQ4P78XLH,item_one,High,High,38.0,12.0,High,High,38.0,12.0,16,37
259,AP9WIQ4P78XLH,item_one,High,High,38.0,12.0,High,High,38.0,12.0,17,37
259,AP9WIQ4P78XLH,item_one,High,High,38.0,12.0,High,High,38.0,12.0,18,37
259,AP9WIQ4P78XLH,item_one,High,High,38.0,12.0,High,High,38.0,12.0,19,37
259,AP9WIQ4P78XLH,item_one,High,High,38.0,12.0,High,High,38.0,12.0,20,37
259,AP9WIQ4P78XLH,item_one,High,High,38.0,12.0,High,High,38.0,12.0,21,39
259,AP9WIQ4P78XLH,item_one,High,High,38.0,12.0,High,High,38.0,12.0,22,39
259,AP9WIQ4P78XLH,item_one,High,High,38.0,12.0,High,High,38.0,12.0,23,39
259,AP9WIQ4P78XLH,item_one,High,High,38.0,12.0,High,High,38.0,12.0,24,39
259,AP9WIQ4P78XLH,item_one,High,High,38.0,12.0,High,High,38.0,12.0,25,39
242,A1U37XNO6J1R9G,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,0,1
242,A1U37XNO6J1R9G,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,1,1
242,A1U37XNO6J1R9G,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,2,3
242,A1U37XNO6J1R9G,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,3,3
242,A1U37XNO6J1R9G,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,4,5
242,A1U37XNO6J1R9G,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,5,7
242,A1U37XNO6J1R9G,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,6,9
242,A1U37XNO6J1R9G,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,7,11
242,A1U37XNO6J1R9G,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,8,21
242,A1U37XNO6J1R9G,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,9,23
242,A1U37XNO6J1R9G,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,10,25
242,A1U37XNO6J1R9G,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,11,33
242,A1U37XNO6J1R9G,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,12,33
242,A1U37XNO6J1R9G,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,13,33
242,A1U37XNO6J1R9G,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,14,33
242,A1U37XNO6J1R9G,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,15,35
242,A1U37XNO6J1R9G,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,16,35
242,A1U37XNO6J1R9G,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,17,35
242,A1U37XNO6J1R9G,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,18,35
242,A1U37XNO6J1R9G,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,19,37
242,A1U37XNO6J1R9G,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,20,37
242,A1U37XNO6J1R9G,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,21,37
242,A1U37XNO6J1R9G,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,22,37
242,A1U37XNO6J1R9G,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,23,39
242,A1U37XNO6J1R9G,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,24,39
242,A1U37XNO6J1R9G,item_one,Low,High,38.0,12.0,Low,High,38.0,12.0,25,39
253,A301GGK0MOB5QD,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,0,31
253,A301GGK0MOB5QD,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,1,31
253,A301GGK0MOB5QD,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,2,31
253,A301GGK0MOB5QD,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,3,31
253,A301GGK0MOB5QD,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,4,31
253,A301GGK0MOB5QD,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,5,31
253,A301GGK0MOB5QD,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,6,33
253,A301GGK0MOB5QD,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,7,33
253,A301GGK0MOB5QD,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,8,33
253,A301GGK0MOB5QD,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,9,33
253,A301GGK0MOB5QD,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,10,33
253,A301GGK0MOB5QD,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,11,35
253,A301GGK0MOB5QD,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,12,35
253,A301GGK0MOB5QD,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,13,35
253,A301GGK0MOB5QD,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,14,35
253,A301GGK0MOB5QD,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,15,35
253,A301GGK0MOB5QD,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,16,37
253,A301GGK0MOB5QD,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,17,37
253,A301GGK0MOB5QD,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,18,37
253,A301GGK0MOB5QD,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,19,37
253,A301GGK0MOB5QD,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,20,37
253,A301GGK0MOB5QD,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,21,39
253,A301GGK0MOB5QD,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,22,39
253,A301GGK0MOB5QD,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,23,39
253,A301GGK0MOB5QD,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,24,41
253,A301GGK0MOB5QD,item_one,High,Low,38.0,12.0,High,Low,38.0,12.0,25,41
312,A10H1H4FU0S098,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,0,31
312,A10H1H4FU0S098,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,1,31
312,A10H1H4FU0S098,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,2,31
312,A10H1H4FU0S098,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,3,31
312,A10H1H4FU0S098,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,4,33
312,A10H1H4FU0S098,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,5,33
312,A10H1H4FU0S098,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,6,33
312,A10H1H4FU0S098,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,7,33
312,A10H1H4FU0S098,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,8,35
312,A10H1H4FU0S098,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,9,35
312,A10H1H4FU0S098,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,10,35
312,A10H1H4FU0S098,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,11,35
312,A10H1H4FU0S098,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,12,35
312,A10H1H4FU0S098,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,13,37
312,A10H1H4FU0S098,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,14,37
312,A10H1H4FU0S098,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,15,37
312,A10H1H4FU0S098,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,16,37
312,A10H1H4FU0S098,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,17,37
312,A10H1H4FU0S098,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,18,37
312,A10H1H4FU0S098,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,19,37
312,A10H1H4FU0S098,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,20,37
312,A10H1H4FU0S098,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,21,39
312,A10H1H4FU0S098,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,22,39
312,A10H1H4FU0S098,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,23,39
312,A10H1H4FU0S098,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,24,39
312,A10H1H4FU0S098,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,25,39
280,A38ZV8LBZ034IZ,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,0,29
280,A38ZV8LBZ034IZ,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,1,31
280,A38ZV8LBZ034IZ,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,2,31
280,A38ZV8LBZ034IZ,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,3,33
280,A38ZV8LBZ034IZ,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,4,33
280,A38ZV8LBZ034IZ,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,5,33
280,A38ZV8LBZ034IZ,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,6,35
280,A38ZV8LBZ034IZ,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,7,35
280,A38ZV8LBZ034IZ,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,8,35
280,A38ZV8LBZ034IZ,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,9,35
280,A38ZV8LBZ034IZ,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,10,35
280,A38ZV8LBZ034IZ,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,11,37
280,A38ZV8LBZ034IZ,item_one,Low,Low,38.0,12.0,Low,Low,38.0,12.0,12,37
